"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"20748e4bce5faca0175fe691be475ea55a394152ddb3846b186f562346d699aebb1f9720d852066cffb6155e4e8a598023021e64deb7ee2a9dd016a51f79905b",,"2025-05-19T21:50:00.000","30","TRAFFIC SIGNAL","UNKNOWN","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-05-19T22:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3900","W","PETERSON AVE","1711",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","21","2","5","41.9902720886","-87.7265346775","POINT (-87.726534677513 41.990272088618)"
"ece690659ae4c81655efc67c3cb23c54201880b438f434050ba7c0a8c8c579324a7fa6a772b498d35c3b4dd3cd655ce3e6e2c06cbc5036e45c39a6f334cbf973",,"2025-05-19T21:50:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-05-19T22:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5511","S","LAKE PARK AVE","235",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","21","2","5","41.7947922712","-87.5874645552","POINT (-87.587464555169 41.794792271235)"
"e0765eef302d71d490c687ef247381948de3c21186a0abde51a65c6ab5306106a3edfb1bfb3dfbbf416306e30fbe2a7354f6fce11682e7af5c55256d4a6a0751",,"2025-05-19T20:51:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2025-05-19T21:10:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","400","E","GARFIELD BLVD","233",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","2","5","41.7949100567","-87.6159156878","POINT (-87.615915687849 41.794910056687)"
"58fb32b646b6d6c09ea16410468fd4cc60ba99ad018d9d45fabe087d32acbc230284e718ef2ac734c9ef96bd31710d42cc18a1d100500d279cbace57cd89bf01",,"2025-05-19T20:24:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS","REAR TO FRONT","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2025-05-19T20:29:00.000","IMPROPER BACKING","NOT APPLICABLE","3915","N","KIMBALL AVE","1733",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","20","2","5","41.9525254759","-87.7127139282","POINT (-87.712713928155 41.952525475898)"
"37a290995e338bbce3d8dc0e89a5665d784f809e74a43c87cf2fa58d3b4d554d4b80f772e3d73549f40f974010898daddbc77817811b8cf3b3484d7bb6402aec",,"2025-05-19T20:00:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T21:00:00.000","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","NOT APPLICABLE","2900","S","LOWE AVE","914",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","2","5","41.8416411311","-87.6428767023","POINT (-87.642876702344 41.841641131076)"
"f4ba738daa74f4413de5a5fb1e020abf28e894a7f6ba06a791332509ddab80bc7e53184571692d36bddc7446c6201b7000043e109bc9fe48d43a4bf759d9d9cf","N","2025-05-19T19:45:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-05-19T19:53:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5621","S","PAYNE DR","233",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","19","2","5","41.7923236386","-87.6078517799","POINT (-87.607851779948 41.792323638589)"
"8a557326f67bebafd31982afcb50e9c748e2a3fa1a3a9f247bf73467c645bead57fb85fe2f155a743faedc1c856486886be79d4a5cd8710d8125ecbbebf8b2f5",,"2025-05-19T19:35:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T20:20:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2617","N","SPRINGFIELD AVE","2524",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","19","2","5","41.9287327308","-87.724299873","POINT (-87.724299872953 41.928732730771)"
"83abfbdb1e7b0305d5345b9ed967350fce9c25ca8c6e7835af6995fb26e483b0b5b02e6a153046ace166b593235fdc3d7f4dbd87bdc39f5899a2878f4bdcbd42",,"2025-05-19T19:24:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T20:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","20","W","17TH ST","131",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","19","2","5","41.8590986412","-87.6280719594","POINT (-87.628071959426 41.859098641222)"
"a44aace3000a4b03a20d7c4905e9505ca0952a376a4e96ad6ad02b03a78c264eaa243a26b6837b62ef20dc63ecfcae19b78c7c4ba73fc5b70967368dcc61ff69",,"2025-05-19T19:20:00.000","30","TRAFFIC SIGNAL","UNKNOWN","CLEAR","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T19:51:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","7849","S","WESTERN AVE","835",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","2","5","41.7504808901","-87.6827126911","POINT (-87.682712691136 41.750480890139)"
"b27c84362c810504b8584b8429ed47e948b71ea70912495426819b049414f0da126b2e523ab4cb898a15690803fa853077ae1c81afb71bf0b8fd16a9ce9c5526",,"2025-05-19T19:20:00.000","30","UNKNOWN","UNKNOWN","UNKNOWN","DUSK","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2025-05-19T20:52:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6901","S","ANTHONY AVE","322",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","2","5","41.7695059651","-87.6135015657","POINT (-87.61350156575 41.769505965113)"
"282749056eebe52a5ec7c41fb70219608834a6cdc246a2c63e36d2b6fb534ff76fb1e88277dbdf04d355bc1d5aa5a6b6084cc6a8f8941dbd2cc38d8e618d8ac2",,"2025-05-19T19:18:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DUSK","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2025-05-19T19:41:00.000","IMPROPER TURNING/NO SIGNAL","IMPROPER TURNING/NO SIGNAL","3258","S","KEDZIE AVE","1032",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","2","0","19","2","5","41.8335697859","-87.7048631971","POINT (-87.704863197139 41.83356978587)"
"e9fd60a778749233e9d9a4d1e22a5e990666ebd727b630c122b4473c595d1557f7c321bd36eb3ad348d7205e48b48204b4d8e264ad5878cca480193569f19fce",,"2025-05-19T19:15:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DUSK","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2025-05-19T19:30:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","98","E","43RD ST","213",,,,,,,"2","REPORTED, NOT EVIDENT","2","0","0","0","2","0","0","19","2","5","41.8166475053","-87.6231154922","POINT (-87.623115492156 41.816647505332)"
"de762462855688067cbbf0c69146d5abdd4896dd70944dafec1bc66b0306d7af5ced30d01abd6975aa01aa460101f90e1c98245d81719ea4eb682f00c9742b59",,"2025-05-19T19:07:00.000","55","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER",,"CURVE, LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2025-05-19T19:08:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","10000","W","OHARE ST","1651",,,,,,,"1","NONINCAPACITATING INJURY","1","0","0","1","0","0","0","19","2","5","41.976201139","-87.9053091251","POINT (-87.905309125103 41.976201139024)"
"5bb58877864f2df59eb4993093f56b38e34ba1b0480786f2488ca809b0baf29be158bb212fdbf93760d33bfa60f375b5fe4c4b694792021ea5ea8529cee0fc33",,"2025-05-19T19:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2025-05-19T20:37:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","7201","S","KEDZIE AVE","831",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","19","2","5","41.7624679817","-87.7026113465","POINT (-87.7026113465 41.762467981716)"
"b881ebba3be4d85e5f5df95ad54a371a310142412de9ef0fdfb7d8ec875f57702dfa8ae2493815361c65ba17e04e47fdc0fecdfcdd60f2ca1053bb0a6f659838",,"2025-05-19T18:50:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-05-19T20:00:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","NOT APPLICABLE","3904","W","87TH ST","834",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","2","5","41.7350043196","-87.719265289","POINT (-87.719265289041 41.735004319631)"
"5e867b55ad103b8bdafde79be7e6c0726ed3bf5fd91f0d334cd010fe8ca83f95e8989d73c89e719afbdf5308bcff5470c1034f329c4339ace6a915afc60a3f13",,"2025-05-19T18:40:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2025-05-19T19:35:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","1630","E","83RD ST","414",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","18","2","5","41.7443325372","-87.5841906876","POINT (-87.584190687596 41.744332537167)"
"11a965f95d2b4b5d225f4e86bd89fc7af1ae941fd87c0a782a3b2ddc36a998fbbd532457e4721b76a2f0638fdf7dfa6f7fa93d18c22f859fa1fa1cfe943f9f93",,"2025-05-19T18:32:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T18:35:00.000","DISTRACTION - FROM INSIDE VEHICLE","FOLLOWING TOO CLOSELY","471","N","MILWAUKEE AVE","1214",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","2","5","41.8906020928","-87.6464603442","POINT (-87.646460344182 41.890602092835)"
"20de33090f07c94115a33d30a082b532a4cbf655fce73da5a6243d68b9596030ea5e4dda5810e01116bba115a9d1e3a71e9853cae77427008148003c6e717b18",,"2025-05-19T18:30:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y",,"OVER $1,500","2025-05-19T19:00:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","1531","W","TAYLOR ST","1231",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","18","2","5","41.8691702426","-87.6653844664","POINT (-87.665384466355 41.86917024255)"
"a61b6201e1647255ae52b0b1ca2d9da9561aec750cc2d2afdf273234ae1a35f5b3b00fcf01d82ae7ae79c844479fad5c0cfff7cdc608b4a9741e90431ef559c7",,"2025-05-19T18:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2025-05-19T18:37:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","123","E","CERMAK RD","132",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","2","5","41.8527741629","-87.6227588471","POINT (-87.622758847071 41.852774162945)"
"b4df3e7110ab0eb8eb9a8284befbf45253b23e4e6c71c827b8b85532bab41f7bb36cae1eb27e5c703304fdbec76d95e0d2cb3ea7a7a083be1fcdc2d891d8e1e2",,"2025-05-19T18:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T19:05:00.000","IMPROPER LANE USAGE","NOT APPLICABLE","3124","W","LOGAN BLVD","1411",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","2","5","41.9288926485","-87.7060042854","POINT (-87.706004285383 41.92889264853)"
"fa92439e88fa2859f49a6f235c517fcff992a2946fd93ba3b1a4264a6fbbed57a6e7ecf9a930d977e602fd39d289c8953f26c4f92720cd3de647dc3e45284714",,"2025-05-19T18:13:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2025-05-19T19:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6401","N","SHERIDAN RD","2432",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","2","5","41.9983088064","-87.6596963833","POINT (-87.659696383256 41.99830880639)"
"f3e4477c2e772c089e97f219946aeb1f172ac85a90283fb54d470b7956c7e5cfc8d7bb2a62b50acc0714dc020cef8b01a8f83d38fb6862b2a60d6a05ee328d47",,"2025-05-19T18:12:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DUSK","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2025-05-19T18:12:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2047","N","MILWAUKEE AVE","1431",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","0","0","18","2","5","41.9185203051","-87.6899446582","POINT (-87.689944658176 41.918520305149)"
"2291d6d96dc33a64f81f5703b14b05c6da5c89741e99e35e8f6b493c80f3d77f970b099a54c84ab2cbe624935a96ea3ef28eb14849b54dfcdcf36fc8162bce04",,"2025-05-19T18:10:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T18:38:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","7401","S","RACINE AVE","733",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","2","5","41.7595543801","-87.6538247102","POINT (-87.653824710167 41.759554380135)"
"442ca5ddb29f4c5ea7042278eda02cda1a69c6d02f20126544c375dcc83c4274d51be339e824b9d47e26105a12f6249370bb7f204d267badd6c71710c169767c",,"2025-05-19T18:05:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2025-05-19T19:00:00.000","IMPROPER BACKING","IMPROPER BACKING","1601","W","THORNDALE AVE","2012",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","2","5","41.9883114254","-87.6699286659","POINT (-87.669928665875 41.988311425384)"
